"filename", "language", "JSON", "TypeScript", "JavaScript", "Markdown", "GraphQL", "HTML", "Prisma", "YAML", "CSS", "comment", "blank", "total"
"/home/bryn/Source/ember/src/listeners/discordjs-client/message-token-filter.ts", "TypeScript", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 3, 38
"/home/bryn/Source/ember/src/listeners/discordjs-client/ready-notification.ts", "TypeScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 33, 4, 60
"/home/bryn/Source/ember/src/listeners/discordjs-client/ready-presence.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 15, 4, 48
"/home/bryn/Source/ember/src/listeners/discordjs-client/warn-log.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"/home/bryn/Source/ember/src/listeners/node-process/unhandled-rejection.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"/home/bryn/Source/ember/src/logger/discord-transport.ts", "TypeScript", 0, 53, 0, 0, 0, 0, 0, 0, 0, 14, 8, 75
"/home/bryn/Source/ember/src/logger/events.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22
"/home/bryn/Source/ember/src/logger/index.ts", "TypeScript", 0, 80, 0, 0, 0, 0, 0, 0, 0, 1, 6, 87
"/home/bryn/Source/ember/src/logger/null-transport.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 3, 17
"/home/bryn/Source/ember/src/logger/topics.ts", "TypeScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"/home/bryn/Source/ember/src/types/akairo-extensions/bot-client.ts", "TypeScript", 0, 106, 0, 0, 0, 0, 0, 0, 0, 4, 16, 126
"/home/bryn/Source/ember/src/types/akairo-extensions/bot-command.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 6, 5, 24
"/home/bryn/Source/ember/src/types/akairo-extensions/bot-listener.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"/home/bryn/Source/ember/src/types/colors.ts", "TypeScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 1, 2, 35
"/home/bryn/Source/ember/src/types/verifiable.ts", "TypeScript", 0, 57, 0, 0, 0, 0, 0, 0, 0, 14, 11, 82
"/home/bryn/Source/ember/src/util/functions/guild-member.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 7, 2, 23
"/home/bryn/Source/ember/src/util/functions/voice.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 7, 2, 30
"/home/bryn/Source/ember/tsconfig.json", "JSON", 39, 0, 0, 0, 0, 0, 0, 0, 0, 42, 1, 82
"/home/bryn/Source/ember/typedoc.js", "JavaScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 1, 13
"Total", "-", 10475, 1609, 30, 449, 12976, 24304, 828, 201, 1, 817, 1811, 53501
